PackagingApparaat,Herkomst,Risicokwalificatie,Koffieboon,Panel Test,Klantretourpercentage,Registratiedatum,FillingDatumTijdEind,PackagingDatumTijdEind,FillingApparaat,Cost,Voorraadniveaus,FillingDatumTijdStart,Benuttingsgraad,GrindingDatumTijdEind,Cyclustijd,GrindingDatumTijdStart,LeverancierLevertijd,Leveranciersbeoordeling,Roosterprofiel,Klanttevredenheid,Gewichtscontrole,FillingID,Duurzaamheid Score,PackagingDatumTijdStart,Audit van Leverancier,Batchnr,CO2-Footprint,Opmerkingen,ProcessTime,Fair-Trade Score,Defectpercentage,Energieverbruik,GrindingApparaat,PackagingID,Laatste Audit,GrindingID
Packager 2,Zimbabwe,Zeer Hoog,Arabica,Voldoet niet,1.42%,2021-12-18,2022-05-11 19:14:29.991735,2022-05-11 20:51:07.623711,Filling Machine 5,455.39,400,2022-05-11 19:01:40.423386,78.14%,2022-05-11 18:40:11.311836,3.11,2022-05-11 18:12:36,12 dagen,5.0,Medium,5,0.94 kg,961,40,0000-00-00 00:00:00,Afgekeurd,4578,6.57 kg CO2/kg,Geen,3.11 hours,33,3.18%,167.0 kWh,Grinder 4,8094,2022-04-14,4909
Packager 4,Ecuador,Kritiek,Robusta,Voldoet,0.54%,2020-05-22,2023-10-19 15:59:11.954758,2023-10-19 17:38:23.500553,Filling Machine 1,505.05,298,2023-10-19 15:43:53.171450,66.65%,2023-10-19 15:04:25.293684,3.82,2023-10-19 14:35:34,20 dagen,6.0,Medium,4,0.87 kg,887,66,2023-10-19 17:05:54.671978,Herziening vereist,9564,1.00 kg CO2/kg,Geen,3.82 hours,75,3.14%,221.0 kWh,Grinder 5,4422,2021-05-06,7785
Packager 3,Thailand,Matig,Arabica,Voldoet,1.09%,,0000-00-00 00:00:00,2022-12-07 21:13:32.567302,Filling Machine 3,471.08,300,2022-12-07 19:33:48.734387,72.81%,2022-12-07 19:06:38.762709,3.42,2022-12-07 18:47:43,15 dagen,5.0,Donker,6,0.99 kg,9551,29,2022-12-07 20:49:05.643251,Goedgekeurd,9726,7.52 kg CO2/kg,Geen,3.42 hours,85,3.00%,257.0 kWh,Grinder 2,3496,2023-10-02,6070
Packager 4,India,Matig,Robusta,Voldoet,1.04%,2020-11-03,2020-01-14 22:50:20.956308,2020-01-15 00:03:13.125343,Filling Machine 3,540.75,100,2020-01-14 22:36:30.123845,76.33%,2020-01-14 21:51:55.907160,4.81,2020-01-14 21:30:31,10 dagen,3.0,Licht,7,0.62 kg,1524,57,2020-01-14 23:39:37.514530,Goedgekeurd,7681,6.07 kg CO2/kg,Geen,4.81 hours,28,0.79%,360.0 kWh,Grinder 1,3323,2021-08-07,76
Packager 2,Venezuela,Matig,Arabica,Voldoet,0.38%,2022-10-07,2021-03-24 15:38:07.165950,2021-03-24 17:39:33.490499,Filling Machine 5,553.17,400,2021-03-24 15:18:00.283106,81.80%,2021-03-24 14:23:47.823797,5.06,2021-03-24 13:59:47,21 dagen,5.0,Medium,5,1.09 kg,3829,28,2021-03-24 16:51:15.106306,Goedgekeurd,5413,7.43 kg CO2/kg,Geen,5.06 hours,62,2.51%,310.0 kWh,Grinder 5,3418,2023-09-16,2513
Packager 5,Democratische Republiek Congo,Hoog,Arabica,Voldoet,0.00%,2023-04-11,2020-04-24 02:45:58.334134,2020-04-24 04:42:41.027353,Filling Machine 5,516.48,200,2020-04-24 02:28:26.935944,92.71%,2020-04-24 02:11:09.783114,4.33,2020-04-24 01:44:19,10 dagen,4.0,Licht,5,1.43 kg,1128,59,2020-04-24 04:19:11.797171,Goedgekeurd,6182,4.80 kg CO2/kg,Geen,4.33 hours,39,1.71%,142.0 kWh,Grinder 4,6190,,625
Packager 3,Ecuador,Hoog,Arabica,Voldoet,1.58%,2020-02-15,2023-02-14 05:52:31.841429,2023-02-14 07:21:22.426643,Filling Machine 2,500.34,300,2023-02-14 05:32:14.997996,65.62%,2023-02-14 05:14:56.092089,4.01,2023-02-14 04:47:35,10 dagen,4.0,Licht,7,1.01 kg,5060,33,2023-02-14 07:00:27.296886,Goedgekeurd,7758,5.99 kg CO2/kg,Herziening vereist,4.01 hours,66,2.71%,266.0 kWh,Grinder 2,8435,2020-11-05,6474
Packager 5,Malawi,Matig,Arabica,Voldoet,1.49%,2020-01-30,2021-11-22 21:10:07.808573,2021-11-22 22:57:45.025738,Filling Machine 1,514.16,500,2021-11-22 20:53:05.228265,79.91%,2021-11-22 20:34:48.859870,4.28,2021-11-22 20:21:37,17 dagen,3.0,Medium,3,1.11 kg,6746,35,2021-11-22 22:21:55.395829,Goedgekeurd,6255,8.63 kg CO2/kg,Geen,4.28 hours,61,1.38%,255.0 kWh,Grinder 4,2608,2020-04-26,3903
Packager 3,Ivoorkust,Hoog,Robusta,Voldoet,0.48%,2020-07-04,2020-07-29 07:16:40.762738,2020-07-29 09:06:16.520765,Filling Machine 4,479.85,500,2020-07-29 06:56:03.484226,68.38%,2020-07-29 06:31:50.096034,3.6,2020-07-29 06:04:46,6 dagen,8.0,Medium,7,0.74 kg,5026,27,2020-07-29 08:36:05.558913,Goedgekeurd,6633,4.56 kg CO2/kg,Geen,3.60 hours,60,2.08%,305.0 kWh,Grinder 5,3632,2020-12-11,1154
Packager 1,Peru,Matig,Robusta,Voldoet,0.89%,2021-12-30,2020-10-23 07:10:12.933458,2020-10-23 09:39:59.658558,Filling Machine 5,489.63,200,2020-10-23 06:52:48.736918,87.01%,0000-00-00 00:00:00,3.79,2020-10-23 06:10:07,13 dagen,2.0,Medium,8,0.73 kg,5442,-10,2020-10-23 09:04:37.666718,Afgekeurd,4261,2.91 kg CO2/kg,Geen,3.79 hours,43,2.34%,194.0 kWh,Grinder 3,2904,2022-11-09,1651
Packager 2,Laos,Laag,Arabica,Voldoet gedeeltelijk,0.93%,2022-10-20,2021-11-18 04:58:03.553739,2021-11-18 06:25:45.480376,Filling Machine 5,523.18,300,2021-11-18 04:36:25.245918,81.30%,2021-11-18 04:17:56.262999,4.46,2021-11-18 04:05:50,23 dagen,3.0,Medium-Donker,2,1.09 kg,7165,66,onbekend,Goedgekeurd,9140,5.32 kg CO2/kg,Geen,4.46 hours,48,1.15%,240.0 kWh,Grinder 2,1060,2023-04-23,3867
Packager 1,Brazilië,Kritiek,Robusta,Voldoet,1.46%,2021-10-03,2021-05-23 04:37:35.647874,2021-05-23 05:42:58.633954,Filling Machine 3,535.86,400,2021-05-23 04:17:17.370533,77.78%,2021-05-23 03:29:59.769330,4.72,2021-05-23 03:11:29,10 dagen,2.0,Licht,5,0.88 kg,3973,66,2021-05-23 05:30:13.064173,Herziening vereist,8226,1.83 kg CO2/kg,Geen,4.72 hours,7,1.71%,269.0 kWh,Grinder 4,1743,2021-12-20,2839
Packager 1,Tanzania,Hoog,Excelsa,Voldoet,0.98%,2022-10-21,2023-09-02 21:24:23.773780,2023-09-02 22:40:50.639934,Filling Machine 3,520.54,298,2023-09-02 21:07:50.468753,86.45%,2023-09-02 20:36:27.642020,4.41,2023-09-02 20:22:34,14 dagen,3.0,Licht,5,0.58 kg,1436,53,2023-09-02 22:10:54.482555,Goedgekeurd,7263,6.76 kg CO2/kg,Geen,4.41 hours,49,2.26%,317.0 kWh,Grinder 4,7952,2022-12-24,7536
Packager 2,Costa Rica,Zeer Hoog,Robusta,Voldoet,1.13%,2021-08-03,2023-08-11 23:53:28.418811,2023-08-12 00:44:50.300984,Filling Machine 4,480.48,400,31-02-2025 25:61:61,63.96%,2023-08-11 22:59:12.728686,3.61,2023-08-11 22:37:36,21 dagen,5.0,Licht,4,1.05 kg,97,51,2023-08-12 00:32:57.994158,Herziening vereist,6268,5.84 kg CO2/kg,Uitstekende kwaliteit,3.61 hours,37,2.31%,332.0 kWh,Grinder 1,6392,2021-12-05,7423
Packager 5,Bolivia,Hoog,Arabica,Voldoet,1.40%,2020-06-01,2021-02-23 07:44:44.175001,2021-02-23 09:01:27.770939,Filling Machine 2,504.58,300,2021-02-23 07:21:46.274260,91.24%,2021-02-23 06:37:06.871025,4.09,2021-02-23 06:20:03,17 dagen,7.0,Medium,3,0.73 kg,324,56,2021-02-23 08:27:51.492272,Goedgekeurd,8136,5.39 kg CO2/kg,Herziening vereist,4.09 hours,66,1.46%,248.0 kWh,Grinder 5,5917,2020-12-21,2342
Packager 2,Myanmar,Zeer Hoog,Arabica,Voldoet,0.81%,2022-10-25,2023-07-12 18:16:13.710707,2023-07-12 19:44:35.941425,Filling Machine 5,491.78,298,2023-07-12 17:59:46.301092,67.20%,2023-07-12 17:35:13.902327,3.84,2023-07-12 17:19:30,10 dagen,1.0,Medium,2,1.05 kg,8864,29,2023-07-12 18:56:24.091069,Herziening vereist,8739,7.49 kg CO2/kg,Geen,3.84 hours,51,1.65%,145.0 kWh,Grinder 5,263,2023-01-07,7270
Packager 3,Uganda,Matig,Arabica,Voldoet niet,1.54%,2020-04-25,2023-08-08 17:48:54.379525,2023-08-08 19:37:13.303475,Filling Machine 3,526.86,298,2023-08-08 17:29:32.042705,76.64%,2023-08-08 16:46:14.593399,4.54,2023-08-08 16:23:00,7 dagen,4.0,Medium-Donker,5,1.13 kg,4091,72,2023-08-08 18:56:43.632014,Goedgekeurd,5450,6.01 kg CO2/kg,Geen,4.54 hours,34,3.58%,287.0 kWh,Grinder 5,9035,2020-12-27,7407
Packager 4,Jamaica,Hoog,Arabica,Voldoet,0.94%,2020-02-01,2023-07-08 01:44:15.831896,2023-07-08 02:44:26.605652,Filling Machine 4,539.92,100,2023-07-08 01:23:36.032455,77.22%,2023-07-08 01:02:48.102034,4.8,2023-07-08 00:42:13,5 dagen,2.0,Medium,4,0.50 kg,3089,53,2023-07-08 02:20:10.069739,Goedgekeurd,5815,3.26 kg CO2/kg,Herziening vereist,4.80 hours,63,3.00%,246.0 kWh,Grinder 4,9383,2020-08-22,7240
Packager 1,Myanmar,Hoog,Arabica,Voldoet,0.83%,2022-08-27,2020-10-02 18:34:17.106679,2020-10-02 19:50:06.734044,Filling Machine 3,489.89,300,2020-10-02 18:12:27.379022,95.00%,2020-10-02 17:52:03.499008,3.8,2020-10-02 17:31:54,16 dagen,6.0,Medium,5,0.75 kg,9849,62,2020-10-02 19:18:32.912307,Afgekeurd,2560,4.72 kg CO2/kg,Geen,3.80 hours,47,0.67%,212.0 kWh,Grinder 5,7899,2023-05-17,0000
Packager 1,Cuba,Matig,Liberica,Voldoet,1.41%,2022-12-15,2021-07-06 18:57:45.714254,2021-07-06 20:25:50.140190,Filling Machine 4,505.05,400,2021-07-06 18:48:24.952614,59.16%,2021-07-06 18:04:54.254439,3.72,2021-07-06 17:41:01,13 dagen,,Medium-Donker,5,0.88 kg,9102,91,2021-07-06 19:47:33.348947,Goedgekeurd,5975,3.34 kg CO2/kg,Geen,3.72 hours,84,2.95%,377.0 kWh,Grinder 1,8989,2023-04-23,3118
Packager 5,Ecuador,Matig,Arabica,Voldoet,0.66%,2021-12-01,2021-03-06 06:42:13.107170,2021-03-06 09:07:33.701432,Filling Machine 5,539.98,200,2021-03-06 06:21:50.754344,71.79%,2021-03-06 05:59:19.544781,4.1,2021-03-06 05:32:17,16 dagen,7.0,Licht,3,0.85 kg,1630,36,2021-03-06 08:48:04.512494,Herziening vereist,7230,5.23 kg CO2/kg,Geen,4.80 hours,43,1.43%,,Grinder 4,5300,,2402
Packager 1,Burundi,Hoog,Arabica,Voldoet,0.96%,2023-12-15,2021-11-09 03:32:32.780051,2021-11-09 05:37:25.061067,Filling Machine 2,489.39,500,onbekend,86.13%,2021-11-09 02:24:22.485638,3.79,2021-11-09 02:21:46,21 dagen,,Medium,4,0.96 kg,4981,63,2021-11-09 05:03:15.948550,Herziening vereist,5455,4.70 kg CO2/kg,Herziening vereist,3.79 hours,77,2.46%,295.0 kWh,Grinder 3,3947,2024-07-09,3825
Packager 3,Ivoorkust,Matig,Arabica,Voldoet,1.25%,2021-07-11,2023-02-02 13:47:39.937417,2023-02-02 15:02:38.676538,Filling Machine 1,486.35,200,2023-02-02 13:35:32.922873,77.90%,2023-02-02 13:02:13.188974,3.73,2023-02-02 12:31:14,21 dagen,2.0,Medium,6,0.85 kg,8836,41,2023-02-02 14:37:53.842097,Goedgekeurd,6182,3.32 kg CO2/kg,Geen,3.73 hours,32,1.67%,428.0 kWh,Grinder 1,6135,2021-09-07,6411
Packager 3,Papoea-Nieuw-Guinea,Hoog,Robusta,Voldoet,0.68%,2020-07-30,2021-01-19 05:52:41.004409,2021-01-19 07:21:57.843704,Filling Machine 2,524.21,500,2021-01-19 05:38:34.002281,88.58%,2021-01-19 05:09:59.205997,4.48,2021-01-19 04:48:35,24 dagen,3.0,Medium,5,1.10 kg,102,67,2021-01-19 06:46:24.616289,Herziening vereist,2699,,Geen,4.48 hours,80,0.44%,185.0 kWh,Grinder 3,4625,2020-11-08,2142
Packager 3,Honduras,Matig,Excelsa,Voldoet,1.56%,2021-08-24,2022-09-25 11:28:29.883920,2022-09-25 13:11:22.061134,Filling Machine 3,562.58,500,2022-09-25 11:14:27.826301,74.97%,2022-09-25 10:35:56.851162,5.25,2022-09-25 10:11:14,6 dagen,7.0,Medium,6,,577,25,2022-09-25 12:32:51.605618,Goedgekeurd,1980,,Geen,5.25 hours,31,1.90%,223.0 kWh,Grinder 2,9860,2021-11-07,5669
Packager 1,Democratische Republiek Congo,Matig,Arabica,Voldoet niet,1.48%,2023-01-26,2022-03-06 20:41:57.951824,2022-03-06 22:10:58.132513,Filling Machine 1,492.59,400,2022-03-06 20:29:36.660714,80.10%,2022-03-06 19:59:39.577106,3.85,2022-03-06 19:42:29,16 dagen,3.0,Donker,1,0.87 kg,7755,60,2022-03-06 21:43:08.859123,Goedgekeurd,4721,6.91 kg CO2/kg,Geen,3.85 hours,50,0.77%,231.0 kWh,Grinder 4,6675,2024-01-11,4531
Packager 4,Ecuador,Hoog,Excelsa,Voldoet gedeeltelijk,0.86%,2020-10-23,2022-02-07 01:15:54.686826,2022-02-07 02:54:34.006834,Filling Machine 2,505.05,298,2022-02-07 01:04:59.484877,71.60%,2022-02-07 00:17:06.880384,2.74,2022-02-06 23:51:51,13 dagen,3.0,Medium,7,0.92 kg,5100,48,2022-02-07 02:32:32.442196,Herziening vereist,3693,1.77 kg CO2/kg,Geen,2.74 hours,34,0.00%,216.0 kWh,Grinder 2,4596,2021-05-04,4351
Packager 4,Indonesië,Hoog,Liberica,Voldoet,0.03%,2022-12-08,2020-08-01 00:39:27.354937,2020-08-01 01:58:01.516091,Filling Machine 5,611.08,400,2020-08-01 00:19:55.056938,63.15%,2020-07-31 23:54:26.297917,6.22,2020-07-31 23:34:40,8 dagen,5.0,Medium,4,1.02 kg,9104,42,2020-08-01 01:24:52.123267,Afgekeurd,4760,6.47 kg CO2/kg,Geen,6.22 hours,36,2.90%,313.0 kWh,Grinder 3,7583,2023-03-23,1162
Packager 3,Democratische Republiek Congo,Hoog,Excelsa,Voldoet,0.72%,2020-02-22,2022-09-28 22:35:52.316284,2022-09-28 23:48:00.728704,Filling Machine 3,430.78,300,2022-09-28 22:20:15.775252,80.41%,2022-09-28 21:47:14.966413,2.62,2022-09-28 21:22:31,11 dagen,2.0,Donker,4,1.37 kg,386,26,2022-09-28 23:13:28.078055,Herziening vereist,2698,2.94 kg CO2/kg,Uitstekende kwaliteit,2.62 hours,25,1.67%,312.0 kWh,Grinder 4,5998,2021-01-02,5693
Packager 2,Ecuador,Matig,Arabica,Voldoet,0.45%,2021-12-29,2022-06-05 06:53:05.632362,2022-06-05 08:10:54.682976,Filling Machine 2,506.06,300,2022-06-05 06:39:21.413526,60.46%,2022-06-05 05:53:19.384293,4.12,2022-06-05 05:33:55,14 dagen,1.0,Licht,6,0.76 kg,1907,65,2022-06-05 07:35:31.087141,Herziening vereist,5979,8.59 kg CO2/kg,Geen,4.12 hours,24,1.42%,250.0 kWh,Grinder 3,9909,2022-02-06,5041
Packager 1,Peru,Laag,Arabica,Voldoet gedeeltelijk,1.66%,2022-03-07,2023-08-21 17:56:41.620979,2023-08-21 19:13:26.337370,Filling Machine 4,576.42,500,2023-08-21 17:42:05.525695,80.63%,2023-08-21 16:57:43.516693,4.1,2023-08-21 16:46:37,17 dagen,4.0,Medium,5,0.86 kg,1633,unknown,2023-08-21 18:45:33.951100,Goedgekeurd,2319,4.18 kg CO2/kg,Geen,5.53 hours,51,1.85%,254.0 kWh,Grinder 2,7374,2023-01-24,7477
Packager 5,Peru,Laag,Excelsa,Voldoet,1.44%,2022-03-15,2020-02-22 05:08:18.155170,2020-02-22 06:24:00.481975,Filling Machine 4,519.44,200,2020-02-22 04:48:17.097448,80.77%,2020-02-22 04:39:00.643888,4.39,2020-02-22 04:14:47,16 dagen,5.0,Licht,2,0.86 kg,8494,62,2020-02-22 05:55:21.989441,Goedgekeurd,9555,3.09 kg CO2/kg,Geen,4.39 hours,25,2.21%,374.0 kWh,Grinder 1,7556,2022-08-14,298
Packager 3,Ecuador,Kritiek,Arabica,Voldoet,1.27%,2021-07-26,2022-03-20 03:51:38.543941,2022-03-20 06:01:25.365472,Filling Machine 2,581.89,500,2022-03-20 03:35:10.114765,67.93%,2022-03-20 03:20:40.954628,5.64,2022-03-20 02:46:30,16 dagen,3.0,Donker,8,0.67 kg,2058,45,2022-03-20 05:34:57.887611,Herziening vereist,8869,1.24 kg CO2/kg,Geen,5.64 hours,36,2.71%,999999 kWh,Grinder 4,6297,2022-06-15,0000
Packager 4,Venezuela,Laag,Arabica,Voldoet,1.19%,2020-02-22,2021-07-02 14:00:51.694141,2021-07-02 15:46:52.393854,Filling Machine 4,502.92,400,2021-07-02 13:48:25.898675,77.26%,2021-07-02 13:14:23.562390,4.1,2021-07-02 12:48:49,23 dagen,5.0,Licht,6,1.45 kg,8716,46,0000-00-00 00:00:00,Goedgekeurd,2444,4.28 kg CO2/kg,Herziening vereist,4.06 hours,28,1.54%,196.0 kWh,Grinder 4,9525,2020-10-09,3097
Packager 4,Jemen,Laag,Liberica,Voldoet,1.34%,2022-03-09,2021-07-11 19:57:50.592294,2021-07-11 21:28:06.278789,Filling Machine 4,428.45,300,2021-07-11 19:36:14.740696,79.40%,2021-07-11 19:14:39.502135,2.57,2021-07-11 19:03:52,21 dagen,3.0,Medium,3,0.83 kg,7042,64,2021-07-11 21:08:46.884737,Goedgekeurd,1823,1.00 kg CO2/kg,Geen,2.57 hours,75,3.00%,100.0 kWh,Grinder 5,3632,2022-04-25,3142
Packager 1,Kameroen,Hoog,Robusta,Voldoet,1.57%,2021-12-13,2021-12-13 18:30:48.870328,2021-12-13 19:57:10.138386,Filling Machine 4,505.05,300,2021-12-13 18:13:00.642764,61.97%,2021-12-13 17:47:35.701720,4.0,2021-12-13 17:25:39,15 dagen,3.0,Donker,1,1.50 kg,4506,53,2021-12-13 19:32:58.569779,Goedgekeurd,5598,6.01 kg CO2/kg,Geen,4.00 hours,51,1.19%,414.0 kWh,Grinder 1,6211,2022-05-05,4037
Packager 4,Zimbabwe,Hoog,Robusta,Voldoet,0.94%,2022-06-04,31-02-2025 25:61:61,2022-09-22 01:07:38.469872,Filling Machine 2,478.49,300,2022-09-21 22:48:35.932177,63.12%,2022-09-21 22:24:19.341448,3.57,2022-09-21 21:59:40,24 dagen,6.0,Licht,4,1.49 kg,7563,38,2022-09-22 00:20:40.832748,Afgekeurd,7193,7.69 kg CO2/kg,Uitstekende kwaliteit,3.57 hours,34,1.63%,263.0 kWh,Grinder 5,1178,2023-01-23,5643
Packager 4,El Salvador,Matig,Arabica,Voldoet,1.21%,2023-01-16,2020-11-15 23:20:40.174647,2020-11-16 00:37:08.690276,Filling Machine 5,513.37,200,2020-11-15 23:04:41.193088,58.24%,31-02-2025 25:61:61,4.27,2020-11-15 22:21:21,18 dagen,1.0,Medium,6,0.97 kg,6808,55,2020-11-15 23:59:51.012809,Afgekeurd,2802,5.54 kg CO2/kg,Uitstekende kwaliteit,4.27 hours,41,0.34%,367.0 kWh,Grinder 2,9931,2023-04-08,1774
Packager 2,Brazilië,Hoog,Robusta,Voldoet,1.64%,2022-07-02,2020-05-22 22:51:06.435343,2020-05-23 00:28:19.853596,Filling Machine 2,510.46,200,2020-05-22 22:40:48.542649,85.34%,2020-05-22 22:17:25.279095,4.1,2020-05-22 21:46:08,12 dagen,,Medium,2,0.93 kg,5068,46,2020-05-22 23:56:01.174337,Goedgekeurd,1824,1.74 kg CO2/kg,Geen,4.21 hours,57,1.74%,356.0 kWh,Grinder 1,649,2023-06-06,772
Packager 3,Angola,Laag,Arabica,Voldoet gedeeltelijk,0.64%,2020-06-02,2023-03-19 13:33:38.480967,2023-03-19 14:20:10.853333,Filling Machine 1,475.32,400,2023-03-19 13:22:18.858138,78.78%,2023-03-19 13:07:04.518954,3.51,2023-03-19 12:44:03,5 dagen,,Licht,7,0.77 kg,1111,55,2023-03-19 14:01:51.431444,Goedgekeurd,2646,3.43 kg CO2/kg,Geen,3.51 hours,77,3.84%,onbekend,Grinder 5,9427,2021-01-15,6649
Packager 3,Burundi,Laag,Arabica,Voldoet,1.32%,2021-12-23,2020-04-02 17:12:35.715427,2020-04-02 18:51:35.119395,Filling Machine 1,505.05,200,2020-04-02 17:04:37.389183,63.38%,2020-04-02 16:33:00.920755,3.35,2020-04-02 16:01:46,14 dagen,5.0,Medium-Donker,6,0.76 kg,8893,41,2020-04-02 18:09:55.827186,Goedgekeurd,5129,8.56 kg CO2/kg,Geen,3.35 hours,83,1.84%,223.0 kWh,Grinder 2,4168,2022-11-01,529
Packager 4,Panama,Matig,Excelsa,Voldoet,1.68%,2020-10-24,2020-08-10 23:42:06.987621,2020-08-11 01:00:42.563817,Filling Machine 1,481.81,300,2020-08-10 23:27:12.371582,67.86%,2020-08-10 22:47:24.141543,3.64,2020-08-10 22:32:42,16 dagen,7.0,Donker,3,0.74 kg,4732,58,2020-08-11 00:29:29.476460,Goedgekeurd,7081,5.10 kg CO2/kg,Geen,3.64 hours,57,3.18%,257.0 kWh,Grinder 2,2124,,1204
Packager 4,Ecuador,Kritiek,Arabica,Voldoet,1.29%,2020-06-26,2022-10-28 23:57:14.249416,2022-10-29 01:15:42.891628,Filling Machine 5,489.1,500,2022-10-28 23:45:46.206943,95.32%,2022-10-28 23:17:16.029593,3.78,2022-10-28 22:59:52,19 dagen,3.0,Medium-Donker,3,1.18 kg,6180,57,2022-10-29 00:50:47.274561,Herziening vereist,7010,4.99 kg CO2/kg,Geen,3.78 hours,26,2.01%,255.0 kWh,Grinder 2,360,2021-02-22,5846
Packager 3,Ethiopië,Hoog,Arabica,Voldoet,1.60%,2023-01-17,2022-07-10 12:57:47.794048,2022-07-10 14:10:39.950205,Filling Machine 5,580.16,100,2022-07-10 12:49:41.111369,85.48%,2022-07-10 12:24:49.523311,5.6,2022-07-10 11:59:28,9 dagen,5.0,Licht,7,0.86 kg,3876,41,31-02-2025 25:61:61,Goedgekeurd,6549,6.29 kg CO2/kg,Geen,-2 hours,67,0.63%,226.0 kWh,Grinder 2,6048,2023-06-30,5246
Packager 1,Ivoorkust,Hoog,Liberica,Voldoet,0.75%,2020-04-20,2021-05-16 10:28:09.527926,2021-05-16 12:20:20.346224,Filling Machine 3,492.15,100,2021-05-16 10:11:47.745723,86.16%,2021-05-16 09:45:45.932832,3.84,2021-05-16 09:28:47,5 dagen,3.0,Donker,4,0.95 kg,7705,66,2021-05-16 11:37:11.338975,Afgekeurd,2850,5.34 kg CO2/kg,Geen,3.84 hours,62,3.33%,225.0 kWh,Grinder 5,1705,2020-09-08,2807
Packager 3,Dominicaanse Republiek,Zeer Hoog,Robusta,Voldoet,0.45%,2022-03-26,2022-10-29 03:29:19.318806,2022-10-29 04:56:22.725096,Filling Machine 4,552.88,400,2022-10-29 03:12:02.812735,69.74%,2022-10-29 02:46:01.674446,5.06,2022-10-29 02:32:32,9 dagen,2.0,Licht,5,0.57 kg,5813,37,2022-10-29 04:24:26.615305,Herziening vereist,3210,,Geen,5.06 hours,75,3.65%,239.0 kWh,Grinder 5,9045,2023-03-26,5847
Packager 5,Honduras,Zeer Hoog,Robusta,Voldoet,1.03%,2022-09-26,2022-11-01 15:21:09.585986,2022-11-01 17:38:45.713661,Filling Machine 3,502.07,400,2022-11-01 14:59:13.488620,63.07%,2022-11-01 14:46:43.182499,4.04,2022-11-01 14:23:43,9 dagen,4.0,Medium,4,1.00 kg,4961,51,2022-11-01 16:42:21.904315,Herziening vereist,6854,8.79 kg CO2/kg,Geen,-2 hours,55,0.42%,255.0 kWh,Grinder 5,8771,2023-08-15,5865
Packager 5,Ivoorkust,Zeer Hoog,Arabica,Voldoet,0.85%,2023-07-29,2022-12-27 23:13:06.075292,2022-12-28 01:25:02.784026,Filling Machine 1,456.5,100,2022-12-27 22:56:19.602750,65.30%,2022-12-27 22:22:20.051382,3.13,2022-12-27 22:05:44,10 dagen,2.0,Medium,5,0.58 kg,9929,57,2022-12-28 00:49:54.512130,Afgekeurd,3963,4.95 kg CO2/kg,Geen,3.13 hours,16,3.75%,239.0 kWh,Grinder 4,3554,2024-04-19,6204
Packager 1,Nicaragua,Hoog,Robusta,Voldoet,1.01%,2022-06-14,2023-11-11 20:40:51.065216,2023-11-11 21:41:27.546687,Filling Machine 1,579.47,300,2023-11-11 20:32:45.436787,79.28%,2023-11-11 19:56:12.253053,5.59,2023-11-11 19:32:16,22 dagen,4.0,Licht,8,1.04 kg,464,67,2023-11-11 21:13:11.828408,Herziening vereist,3467,5.64 kg CO2/kg,Geen,5.59 hours,39,1.90%,214.0 kWh,Grinder 4,8154,2023-05-01,7920
Packager 1,Democratische Republiek Congo,Hoog,Arabica,Voldoet,0.81%,,2023-10-08 14:01:31.417273,2023-10-08 15:04:39.050236,Filling Machine 4,516.05,298,31-02-2025 25:61:61,66.92%,2023-10-08 13:36:13.106219,4.32,2023-10-08 13:14:58,13 dagen,8.0,Licht,2,0.93 kg,2754,43,2023-10-08 14:35:59.643622,Herziening vereist,9731,,Geen,4.32 hours,40,3.33%,166.0 kWh,Grinder 2,6806,2022-05-23,7730
Packager 2,Madagascar,Hoog,Arabica,Voldoet niet,0.91%,2021-03-31,2021-06-28 08:38:34.101432,2021-06-28 10:27:29.282183,Filling Machine 1,544.99,200,2021-06-28 08:17:52.113419,80.66%,2021-06-28 07:44:43.117324,4.1,2021-06-28 07:13:31,12 dagen,5.0,Licht,2,1.06 kg,435,55,onbekend,Afgekeurd,3031,2.96 kg CO2/kg,Herziening vereist,4.90 hours,58,0.00%,353.0 kWh,Grinder 1,7389,2021-08-15,3060
Packager 1,Dominicaanse Republiek,Hoog,Arabica,Voldoet,0.53%,2020-03-05,2021-06-17 20:23:15.538793,2021-06-17 21:45:47.688360,Filling Machine 2,484.89,200,2021-06-17 20:10:30.245008,87.20%,2021-06-17 20:02:31.774373,3.7,2021-06-17 19:42:26,18 dagen,4.0,Licht,4,1.10 kg,738,90,2021-06-17 21:26:18.785073,Herziening vereist,6985,8.46 kg CO2/kg,Geen,3.70 hours,56,1.30%,269.0 kWh,Grinder 3,6603,2020-08-09,2988
Packager 5,Bolivia,Hoog,Robusta,Voldoet,1.13%,2023-10-23,2021-02-06 09:30:14.932418,2021-02-06 11:09:20.291068,Filling Machine 1,505.05,100,2021-02-06 09:25:44.811239,65.53%,2021-02-06 08:58:47.315291,3.6,2021-02-06 08:38:25,13 dagen,3.0,Medium,6,0.94 kg,683,36,2021-02-06 10:38:20.729759,Afgekeurd,9489,5.47 kg CO2/kg,Geen,3.60 hours,59,3.52%,247.0 kWh,Grinder 4,3032,2024-04-05,2243
